sep=,

File creation date: 20/02/2016
ANNEX II (CosIng 2),Last update: 23/06/2015
LIST OF SUBSTANCES PROHIBITED IN COSMETIC PRODUCTS

Substance identification

Reference Number,Chemical name / INN,CAS Number,EC Number,Regulation,Regulated By,Other Directives/Regulations,SCCS opinions,Chemical/IUPAC Name,Identified INGREDIENTS or substances e.g.,CMR,Update date
828,"Extracts (petroleum), solvent -dewaxed heavy paraffinic distillate solvent, hydrodesulfurised, if they contain > 3 % w/w DMSO extract","93763-11-2","297-829-5","(EC) No 1223/2009","2004/93/EC","","0474/01-Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC;0825/04-Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC","","","Carcinogenic Cat. 1B  ",15/10/2010
829,"Hydrocarbons, hydrocracked paraffinic distn. residues, solvent -dewaxed, if they contain > 3 % w/w DMSO extract","93763-38-3","297-857-8","(EC) No 1223/2009","2004/93/EC","","0474/01-Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC;0825/04-Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC","","","Carcinogenic Cat. 1B  ",15/10/2010
830,"Foots oil (petroleum), acid -treated, if it contains > 3 % w/w DMSO extract","93924-31-3","300-225-7","(EC) No 1223/2009","2004/93/EC","","0474/01-Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC;0825/04-Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC","","","Carcinogenic Cat. 1B  ",15/10/2010
831,"Foots oil (petroleum), clay -treated, if it contains > 3 % w/w DMSO extract","93924-32-4","300-226-2","(EC) No 1223/2009","2004/93/EC","","0474/01-Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC;0825/04-Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC","","","Carcinogenic Cat. 1B  ",15/10/2010
832,"Hydrocarbons, C20 -50, residual oil hydrogenation vacuum distillate, if they contain > 3 % w/w DMSO extract","93924-61-9","300-257-1","(EC) No 1223/2009","2004/93/EC","","0474/01-Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC;0825/04-Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC","","","Carcinogenic Cat. 1B  ",15/10/2010
833,"Distillates (petroleum), solvent -refined hydrotreated heavy, hydrogenated, if they contain > 3 % w/w DMSO extract","94733-08-1","305-588-5","(EC) No 1223/2009","2004/93/EC","","0474/01-Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC;0825/04-Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC","","","Carcinogenic Cat. 1B  ",15/10/2010
834,"Distillates (petroleum), solvent -refined hydrocracked light, if they contain > 3 % w/w DMSO extract","94733-09-2","305-589-0","(EC) No 1223/2009","2004/93/EC","","0474/01-Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC;0825/04-Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC","","","Carcinogenic Cat. 1B  ",15/10/2010
835,"Lubricating oils (petroleum), C18 -40, solvent-dewaxed hydrocracked distillate-based, if they contain > 3 % w/w DMSO extract","94733-15-0","305-594-8","(EC) No 1223/2009","2004/93/EC","","0474/01-Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC;0825/04-Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC","","","Carcinogenic Cat. 1B  ",15/10/2010
836,"Lubricating oils (petroleum), C18 -40, solvent-dewaxed hydrogenated raffinate-based, if they contain > 3 % w/w DMSO extract","94733-16-1","305-595-3","(EC) No 1223/2009","2004/93/EC","","0474/01-Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC;0825/04-Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC","","","Carcinogenic Cat. 1B  ",15/10/2010
837,"Hydrocarbons, C13 -30, arom.-rich, solvent-extd. naphthenic distillate, if they contain > 3 % w/w DMSO extract","95371-04-3","305-971-7","(EC) No 1223/2009","2004/93/EC","","0474/01-Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC;0825/04-Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC","","","Carcinogenic Cat. 1B  ",15/10/2010
838,"Hydrocarbons, C16 -32, arom. rich, solvent-extd. naphthenic distillate, if they contain > 3 % w/w DMSO extract","95371-05-4","305-972-2","(EC) No 1223/2009","2004/93/EC","","0474/01-Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC;0825/04-Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC","","","Carcinogenic Cat. 1B  ",15/10/2010
839,"Hydrocarbons, C37 -68, dewaxed deasphalted hydrotreated vacuum distn. Residues, if they contain > 3 % w/w DMSO extract","95371-07-6","305-974-3","(EC) No 1223/2009","2004/93/EC","","0474/01-Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC;0825/04-Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC","","","Carcinogenic Cat. 1B  ",15/10/2010
840,"Hydrocarbons, C37 -65, hydrotreated deasphalted vacuum distn. Residues, if they contain > 3 % w/w DMSO extract","95371-08-7","305-975-9","(EC) No 1223/2009","2004/93/EC","","0474/01-Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC;0825/04-Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC","","","Carcinogenic Cat. 1B  ",15/10/2010
841,"Distillates (petroleum), hydrocracked solvent -refined light, if they contain > 3 % w/w DMSO extract","97488-73-8","307-010-7","(EC) No 1223/2009","2004/93/EC","","0474/01-Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC;0825/04-Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC","","","Carcinogenic Cat. 1B  ",15/10/2010
842,"Distillates (petroleum), solvent -refined hydrogenated heavy, if they contain > 3 % w/w DMSO extract","97488-74-9","307-011-2","(EC) No 1223/2009","2004/93/EC","","0474/01-Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC;0825/04-Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC","","","Carcinogenic Cat. 1B  ",15/10/2010
843,"Lubricating oils (petroleum), C18 -27, hydrocracked solvent-dewaxed, if they contain > 3 % w/w DMSO extract","97488-95-4","307-034-8","(EC) No 1223/2009","2004/93/EC","","0474/01-Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC;0825/04-Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC","","","Carcinogenic Cat. 1B  ",15/10/2010
844,"Hydrocarbons, C17 -30, hydrotreated solvent-deasphalted atm. distn. residue, distn. lights, if they contain > 3 % w/w DMSO extract","97675-87-1","307-661-7","(EC) No 1223/2009","2004/93/EC","","0474/01-Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC;0825/04-Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC","","","Carcinogenic Cat. 1B  ",15/10/2010
845,"Hydrocarbons, C17 -40, hydrotreated solvent-deasphalted distn. residue, vacuum distn. lights, if they contain > 3 % w/w DMSO extract","97722-06-0","307-755-8","(EC) No 1223/2009","2004/93/EC","","0474/01-Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC;0825/04-Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC","","","Carcinogenic Cat. 1B  ",15/10/2010
846,"Hydrocarbons, C13 -27, solvent-extd. light naphthenic, if they contain > 3 % w/w DMSO extract","97722-09-3","307-758-4","(EC) No 1223/2009","2004/93/EC","","0474/01-Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC;0825/04-Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC","","","Carcinogenic Cat. 1B  ",15/10/2010
847,"Hydrocarbons, C14 -29, solvent-extd. light naphthenic, if they contain > 3 % w/w DMSO extract","97722-10-6","307-760-5","(EC) No 1223/2009","2004/93/EC","","0474/01-Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC;0825/04-Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC","","","Carcinogenic Cat. 1B  ",15/10/2010
848,"Foots oil (petroleum), carbon -treated, if it contains > 3 % w/w DMSO extract","97862-76-5","308-126-0","(EC) No 1223/2009","2004/93/EC","","0474/01-Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC;0825/04-Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC","","","Carcinogenic Cat. 1B  ",15/10/2010
849,"Foots oil (petroleum), silicic acid -treated, if it contains > 3 % w/w DMSO extract","97862-77-6","308-127-6","(EC) No 1223/2009","2004/93/EC","","0474/01-Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC;0825/04-Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC","","","Carcinogenic Cat. 1B  ",15/10/2010
850,"Hydrocarbons, C27 -42, dearomatized, if they contain > 3 % w/w DMSO extract","97862-81-2","308-131-8","(EC) No 1223/2009","2004/93/EC","","0474/01-Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC;0825/04-Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC","","","Carcinogenic Cat. 1B  ",15/10/2010
851,"Hydrocarbons, C17 -30, hydrotreated distillates, distn. Lights, if they contain > 3 % w/w DMSO extract","97862-82-3","308-132-3","(EC) No 1223/2009","2004/93/EC","","0474/01-Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC;0825/04-Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC","","","Carcinogenic Cat. 1B  ",15/10/2010
852,"Hydrocarbons, C27 -45, naphthenic vacuum distn,. if they contain > 3 % w/w DMSO extract","97862-83-4","308-133-9","(EC) No 1223/2009","2004/93/EC","","0474/01-Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC;0825/04-Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC","","","Carcinogenic Cat. 1B  ",15/10/2010
853,"Hydrocarbons, C27 -45, dearomatised, if they contain > 3 % w/w DMSO extract","97926-68-6","308-287-7","(EC) No 1223/2009","2004/93/EC","","0474/01-Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC;0825/04-Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC","","","Carcinogenic Cat. 1B  ",15/10/2010
854,"Hydrocarbons, C20 -58, hydrotreated, if they contain > 3 % w/w DMSO extract","97926-70-0","308-289-8","(EC) No 1223/2009","2004/93/EC","","0474/01-Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC;0825/04-Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC","","","Carcinogenic Cat. 1B  ",15/10/2010
855,"Hydrocarbons, C27 -42, naphthenic, if they contain > 3 % w/w DMSO extract","97926-71-1","308-290-3","(EC) No 1223/2009","2004/93/EC","","0474/01-Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC;0825/04-Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC","","","Carcinogenic Cat. 1B  ",15/10/2010
